prices,market_caps,total_volumes,date,year
34.343,35710512172.95275,1612950927.4838629,2021-10-11 00:00:00,2021
34.1138,35325841250.25503,1433542116.6139305,2021-10-12 00:00:00,2021
35.1305,36538467935.6122,1663686691.70196,2021-10-13 00:00:00,2021
41.7278,43402384032.36916,4527734457.71567,2021-10-14 00:00:00,2021
40.7206,42297076381.17521,2834739999.4049153,2021-10-15 00:00:00,2021
43.5866,45369612052.93674,3340306020.12635,2021-10-16 00:00:00,2021
41.9683,43859273192.05522,2044464416.564224,2021-10-17 00:00:00,2021
42.1299,43742927172.28111,1678390358.3639565,2021-10-18 00:00:00,2021
41.1415,42776996273.43379,1670187843.7146287,2021-10-19 00:00:00,2021
41.4202,43172393924.76975,1362586696.1227024,2021-10-20 00:00:00,2021
44.5532,46502735484.6576,2051643382.724359,2021-10-21 00:00:00,2021
43.0019,44853525407.92835,2259319122.6516676,2021-10-22 00:00:00,2021
43.7686,45743493577.48053,2422252174.461146,2021-10-23 00:00:00,2021
44.1264,45949461091.81612,1133605760.2683647,2021-10-24 00:00:00,2021
42.5236,44266068982.239525,1174173107.44725,2021-10-25 00:00:00,2021
44.5933,46565972980.72428,1262328203.4107306,2021-10-26 00:00:00,2021
45.3028,47076289145.008644,1663350142.7556872,2021-10-27 00:00:00,2021
40.4882,42320923634.55647,2822544773.7466774,2021-10-28 00:00:00,2021
42.0734,43915913929.21665,2837544491.9542346,2021-10-29 00:00:00,2021
44.1238,46048093042.8942,2174026709.4708204,2021-10-30 00:00:00,2021
42.7362,44630826101.60116,921954043.1230278,2021-10-31 00:00:00,2021
42.8169,44886129168.90644,1166429150.4682539,2021-11-01 00:00:00,2021
50.0927,52530888832.48173,4318501726.145254,2021-11-02 00:00:00,2021
51.2783,53365191562.93175,2182640237.2542076,2021-11-03 00:00:00,2021
53.3362,55783091481.4853,3252716884.514119,2021-11-04 00:00:00,2021
54.1429,56578310063.025444,2697750494.53814,2021-11-05 00:00:00,2021
51.9907,54378059923.014465,1720857363.0911849,2021-11-06 00:00:00,2021
52.0777,54554740326.24517,1627969789.0787377,2021-11-07 00:00:00,2021
52.3964,54856754672.34203,1340475200.6258733,2021-11-08 00:00:00,2021
53.3931,56053826261.21133,1651861930.0147119,2021-11-09 00:00:00,2021
50.9694,53615095611.95095,1748304840.7502017,2021-11-10 00:00:00,2021
46.9965,49245687240.40879,3042657593.4231935,2021-11-11 00:00:00,2021
47.8279,50255317535.37581,1783298683.2010467,2021-11-12 00:00:00,2021
46.1154,48284481979.40985,1891156861.5722303,2021-11-13 00:00:00,2021
47.2752,49560802050.11947,1068657955.267484,2021-11-14 00:00:00,2021
46.5914,48616511838.581566,844253258.6828798,2021-11-15 00:00:00,2021
44.9371,47241284463.34242,1101847678.233345,2021-11-16 00:00:00,2021
